1 1:-1500.0 2:1.4471112E-7 3:9.967915E-6 4:-1.457792E-6 5:-1.6145088E-5 6:-3.8515623E-6 7:3.927674E-6 8:5.211579E-6 9:-7.714893E-6 10:-1.091607E-6 11:-6.5797184E-7 12:-5.028755E-7 13:-2.0930147E-6 14:-1500.0 15:1.4471112E-7 16:9.967915E-6 17:-1.457792E-6 18:-1.6145088E-5 19:-3.8515623E-6 20:3.927674E-6 21:5.211579E-6 22:-7.714893E-6 23:-1.091607E-6 24:-6.5797184E-7 25:-5.028755E-7 26:-2.0930147E-6 
1 1:266.31717 2:13.135651 3:16.073545 4:-1.8938947 5:2.7682252 6:-0.64522094 7:4.894346 8:-0.7019108 9:3.4422734 10:-3.8782775 11:3.4097054 12:-1.185788 13:5.3111506 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:263.7497 2:11.032057 3:15.956461 4:-0.99338025 5:2.27294 6:0.32041347 7:7.13761 8:-0.5751066 9:4.0784655 10:-3.1643078 11:4.8753233 12:-0.93759847 13:4.956968 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:262.08008 2:11.46267 3:18.360136 4:-1.0579758 5:1.3909147 6:0.42042235 7:6.837995 8:-0.48714665 9:3.600147 10:-1.5385106 11:4.5850015 12:-2.000348 13:6.1647015 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:261.74783 2:11.726063 3:18.07884 4:0.09501702 5:2.0222306 6:0.35728776 7:7.1000156 8:-0.06579566 9:2.6816068 10:-6.3530445 11:2.4070024 12:-0.23592721 13:6.9657035 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:259.48535 2:9.624856 3:18.75483 4:1.4848014 5:3.9458003 6:0.312068 7:6.4353056 8:-2.4762714 9:0.5722149 10:-3.2240682 11:5.384883 12:-0.9339968 13:4.9004107 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:258.8195 2:8.758697 3:15.677525 4:0.7608142 5:3.3012102 6:1.6653404 7:7.42756 8:-1.4051416 9:2.4099324 10:-4.5134273 11:4.1994987 12:0.19451816 13:5.4869413 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:255.03047 2:7.2734094 3:15.819013 4:0.6341847 5:4.3794374 6:2.205292 7:7.1378503 8:0.27653345 9:3.481561 10:-3.772866 11:4.7280884 12:-0.87286514 13:4.387116 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:255.6926 2:6.846007 3:15.780105 4:2.3069894 5:6.0410476 6:2.228821 7:6.320299 8:-0.89700115 9:3.4987476 10:-3.1925402 11:3.5578635 12:-1.502003 13:4.015354 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:252.0983 2:4.9035563 3:13.3931055 4:0.65866727 5:4.6935587 6:1.9475174 7:4.66104 8:1.2797399 9:6.5029125 10:0.18575378 11:6.2289333 12:-2.3896396 13:2.6293263 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:273.99432 2:1.1219308 3:5.264481 4:2.4163015 5:3.9609625 6:4.9811993 7:2.0102155 8:-3.3249862 9:7.013605 10:-1.936054 11:1.7194906 12:-3.7460392 13:3.7697144 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:305.18793 2:2.8173919 3:4.1094813 4:5.975085 5:4.8662276 6:6.2995286 7:1.9967804 8:-4.0308595 9:7.1592827 10:-4.438723 11:-0.17876321 12:-6.4459734 13:3.4037104 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:265.3839 2:3.869577 3:10.7445545 4:3.186009 5:4.491904 6:1.9718908 7:3.9785736 8:-0.50724614 9:7.4283 10:-1.8584632 11:2.5137174 12:-3.1317818 13:2.8325324 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:261.82877 2:4.533112 3:13.400467 4:2.330198 5:2.8792706 6:3.4764001 7:3.4898155 8:-0.30452687 9:8.769178 10:-2.65942 11:3.4789844 12:-2.9786446 13:2.8430119 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:260.35873 2:2.5666616 3:11.170939 4:0.070369825 5:1.626864 6:5.9091244 7:5.419941 8:-0.96649164 9:8.865842 10:-2.516836 11:2.6193302 12:-1.836269 13:3.156272 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:265.2249 2:3.5047393 3:11.409518 4:2.6003454 5:1.3715384 6:0.62257063 7:2.4709356 8:-0.6525249 9:8.978439 10:-3.781192 11:1.9136676 12:-1.4820336 13:2.0475922 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:264.34482 2:2.620967 3:10.540534 4:0.7537345 5:0.4805366 6:1.1388437 7:2.7015655 8:-1.5617522 9:6.2035947 10:-4.1788855 11:1.963145 12:-2.4246907 13:2.0416577 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:260.51965 2:0.7380754 3:9.764386 4:2.8901813 5:0.798364 6:1.5031928 7:3.2011638 8:-1.0590489 9:7.172302 10:-3.2933633 11:1.4287788 12:-4.3465652 13:1.4012132 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:258.7285 2:0.71789265 3:9.362633 4:-0.07962931 5:-1.7936062 6:2.1473472 7:3.0582318 8:-2.2313988 9:6.5821176 10:-3.5708416 11:1.4769485 12:-1.5057093 13:2.2842665 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:261.57477 2:3.3819232 3:11.131883 4:3.065096 5:0.9713828 6:0.35599282 7:3.0936813 8:-1.7001779 9:8.182988 10:-2.4206543 11:2.6519883 12:-2.5741782 13:1.0794629 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:258.7142 2:2.2427773 3:10.1054535 4:2.8580017 5:1.2204154 6:1.5749791 7:3.119855 8:-2.150767 9:7.0138736 10:-2.3954816 11:2.0765038 12:-2.0381918 13:1.7279124 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:267.41837 2:0.78151786 3:4.537181 4:2.62937 5:3.8987298 6:1.4134246 7:-0.5087738 8:-3.6031322 9:5.849248 10:-3.466087 11:-1.1877551 12:-4.4559965 13:5.8682756 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:263.12302 2:0.34824 3:4.4210615 4:0.28940788 5:3.4537148 6:2.6271493 7:3.8817391 8:-2.2679644 9:4.3789706 10:-1.046552 11:1.1123931 12:-3.1717675 13:4.7136893 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:256.5812 2:-1.067695 3:6.012741 4:-0.4105085 5:1.3034229 6:0.8653989 7:3.1723669 8:-2.5539691 9:2.493934 10:-3.568361 11:-0.092407696 12:-3.2556474 13:2.0987017 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:255.13791 2:-1.2150463 3:8.319435 4:2.0059688 5:1.7620966 6:2.6579049 7:4.3837056 8:-2.8650932 9:3.3336072 10:-4.0209646 11:0.27512297 12:-2.8866239 13:0.6213359 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:251.89276 2:-0.26278278 3:7.4469576 4:0.06070893 5:0.98241186 6:1.0618343 7:3.3744159 8:-2.4098554 9:3.3901834 10:-2.336216 11:1.1324733 12:-1.1010898 13:2.1518002 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:248.88544 2:-0.2645445 3:7.0233526 4:-1.5753646 5:0.30603424 6:-2.3220482 7:1.6351162 8:-4.548204 9:0.9958304 10:-3.8166983 11:0.5182156 12:-1.0003805 13:1.6735494 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:248.18141 2:-0.37842223 3:8.70207 4:0.23211452 5:1.5730467 6:-0.34370264 7:1.4368314 8:-2.4680545 9:2.008302 10:-1.7046707 11:2.6990988 12:-1.7021815 13:3.1964643 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:247.16345 2:-2.2311933 3:5.869747 4:0.14387263 5:2.9831429 6:-0.69706273 7:1.7557111 8:-1.6685233 9:3.0888681 10:-0.87829 11:1.6598687 12:-2.1027079 13:2.555738 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:244.53671 2:-2.8039536 3:6.739512 4:-0.6078043 5:1.206927 6:0.57838523 7:0.8360277 8:-0.83147603 9:4.4799724 10:0.31460226 11:2.5566697 12:-2.922565 13:2.1731138 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:246.44673 2:-2.0027943 3:7.724466 4:-1.3241633 5:0.24962284 6:-0.22909077 7:3.050759 8:-1.465958 9:2.4877143 10:-1.5850338 11:2.1616843 12:-1.5542272 13:2.6443822 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:244.28203 2:-2.8895416 3:8.3755 4:0.8450049 5:1.8757839 6:0.19534577 7:1.2101924 8:-1.6758901 9:0.9857434 10:-1.3897121 11:2.8819218 12:-2.3520875 13:5.040552 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:242.53806 2:-3.4403439 3:9.616686 4:2.4104626 5:1.217265 6:-0.48835766 7:1.9847063 8:-1.612805 9:1.5851282 10:0.2699423 11:4.2008357 12:-2.1512053 13:2.7536378 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:241.334 2:-4.0619082 3:9.281032 4:1.326725 5:2.8791306 6:2.6300101 7:1.0199238 8:-2.6123254 9:2.1548605 10:-1.2569274 11:2.3157082 12:-1.7740701 13:4.0275087 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:240.14064 2:-6.9638734 3:7.264259 4:1.8203146 5:1.7844027 6:0.18921436 7:0.78156257 8:-0.5010012 9:2.1538477 10:-2.4903677 11:1.38469 12:-1.6675408 13:3.1848335 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:244.0865 2:-5.042016 3:8.390725 4:2.2316139 5:2.9575675 6:-0.65661913 7:3.8701372 8:1.4895285 9:1.9358897 10:-2.0781496 11:1.2934281 12:-2.0759108 13:2.0748985 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:244.67743 2:-5.912479 3:8.000727 4:3.3799903 5:1.3608317 6:-0.3512441 7:4.240378 8:0.82532185 9:3.0001006 10:-0.89146584 11:2.6974487 12:-2.275242 13:2.6117027 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:241.74707 2:-5.89858 3:8.338247 4:2.0150812 5:2.6850302 6:2.1219814 7:5.5368643 8:0.7932706 9:1.6015581 10:-0.1305975 11:1.4183944 12:-3.0044496 13:3.7194612 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:242.80963 2:-5.4411755 3:8.315718 4:2.8417509 5:2.9127717 6:1.2247925 7:3.210748 8:-0.93106717 9:2.0950346 10:0.56905615 11:2.842733 12:-2.434384 13:2.9955993 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:240.60176 2:-6.487634 3:6.167471 4:1.2434292 5:0.4827398 6:-1.4527066 7:1.5096732 8:-0.62527555 9:1.6347195 10:-1.8855084 11:1.9220068 12:-2.1969428 13:2.5981586 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:239.53378 2:-8.461089 3:6.232475 4:1.8141649 5:2.1399486 6:-0.13442273 7:2.1461027 8:-1.3706521 9:1.284361 10:-1.5648065 11:2.5858846 12:-1.4604456 13:1.7589343 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:240.87186 2:-6.157477 3:8.900315 4:3.2173624 5:1.380127 6:-1.588887 7:2.5817828 8:-0.33465344 9:1.5065566 10:-0.08904171 11:3.1455033 12:-1.4188014 13:4.423103 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:239.84035 2:-6.6220517 3:6.15734 4:2.55921 5:0.97146523 6:-1.5474557 7:2.5154495 8:-0.19605838 9:4.266775 10:-1.4420643 11:2.815494 12:-0.23250942 13:4.2629905 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:238.14107 2:-7.040834 3:6.061583 4:-0.83516 5:0.95857435 6:0.11744363 7:1.5992022 8:1.3183852 9:3.1918252 10:0.41014454 11:4.2188115 12:-0.034617264 13:3.9204988 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:238.08026 2:-8.364353 3:6.851509 4:2.110023 5:0.4668173 6:-0.16311786 7:5.222165 8:1.2823375 9:2.2613163 10:-0.6456105 11:3.0130882 12:-0.9300412 13:2.683141 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:237.02173 2:-7.7249107 3:6.454855 4:1.0842825 5:-0.2515383 6:-1.7737318 7:1.2156171 8:-0.5804928 9:0.64194375 10:-1.6556998 11:3.4821496 12:-2.632915 13:3.2086704 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:235.41972 2:-9.510379 3:4.423932 4:-0.43693143 5:1.0155133 6:-0.3263211 7:2.092321 8:0.30651638 9:1.6970879 10:0.20362194 11:2.9223564 12:-1.9995465 13:3.5048437 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.58243 2:-8.157544 3:6.8962593 4:1.2017481 5:0.6268625 6:-0.65754443 7:2.6925762 8:0.27629194 9:2.088128 10:-0.21009253 11:1.9146346 12:-2.367908 13:2.6705575 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:235.35956 2:-8.8431635 3:5.6821713 4:0.8588494 5:1.7435415 6:0.8572553 7:0.6356503 8:-1.4466153 9:1.114433 10:-1.7286423 11:1.8439485 12:-2.4499335 13:2.4912121 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.50992 2:-10.234136 3:6.004677 4:2.0209262 5:2.0066938 6:-0.16308323 7:1.6043414 8:0.933777 9:1.2893043 10:-1.4912827 11:2.7080977 12:-0.9352753 13:2.786836 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.26656 2:-11.567148 3:3.796332 4:-0.28184748 5:0.07865766 6:-0.053569738 7:2.1172853 8:0.06845067 9:2.0455923 10:-0.27002978 11:2.4409266 12:-1.5442631 13:3.5860684 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.40533 2:-7.1528716 3:7.637469 4:2.085149 5:0.8115652 6:-0.10537628 7:2.2462814 8:-0.58823043 9:-0.39555624 10:-1.7931954 11:3.8737063 12:0.039536785 13:3.898448 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:236.45891 2:-6.92034 3:6.787527 4:1.2917491 5:2.3935294 6:-0.16849913 7:2.6516588 8:0.1191359 9:1.328767 10:-1.321705 11:3.6991272 12:-0.32743645 13:2.159251 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.28378 2:-7.40825 3:8.132059 4:0.629538 5:2.086227 6:1.3557025 7:2.8595238 8:0.9837551 9:4.3314705 10:-0.16081512 11:2.9247165 12:-2.4912035 13:0.28201622 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:232.78352 2:-8.615185 3:8.078562 4:0.7764034 5:1.6030114 6:-0.11959383 7:1.1150478 8:0.13560985 9:2.5338314 10:-0.5198864 11:3.6031144 12:-0.26178116 13:2.9565988 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.4345 2:-8.921013 3:5.3983245 4:-0.3992185 5:1.3381227 6:0.5047158 7:2.3201602 8:0.8222106 9:1.4786755 10:-2.5413797 11:2.2687502 12:-2.1221926 13:3.1500392 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.41556 2:-8.833015 3:7.8147817 4:-0.58232534 5:0.4562389 6:1.7273232 7:1.9130337 8:-0.9757568 9:1.2716712 10:-0.7472043 11:2.4632392 12:-1.3733145 13:3.1274168 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:230.9672 2:-9.078865 3:5.178206 4:-1.3778421 5:1.5258375 6:0.22693193 7:1.4989271 8:0.7024508 9:2.855638 10:-0.6284087 11:0.35829982 12:-1.8612278 13:2.4046242 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:237.34148 2:-5.593939 3:9.083637 4:1.3463453 5:0.9502369 6:-0.7376676 7:0.11024945 8:-0.3126126 9:1.4018337 10:-2.993347 11:2.2450426 12:-1.1675191 13:2.9573736 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:237.52869 2:-6.6400895 3:8.536357 4:1.4654267 5:1.6410271 6:2.4060423 7:1.9021075 8:-0.9917488 9:2.704893 10:-0.9905612 11:3.3351126 12:-1.2983495 13:3.144721 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.46962 2:-6.963026 3:8.578588 4:2.050492 5:1.0498652 6:-0.6474997 7:1.1596106 8:-0.5367569 9:2.987944 10:-1.1547686 11:2.1748407 12:-1.575277 13:2.5389934 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.16917 2:-7.7365313 3:8.125593 4:1.9194062 5:2.0757668 6:-0.47322896 7:-0.11611487 8:-1.1061732 9:1.1310952 10:-2.542929 11:0.6378074 12:-2.936954 13:2.8436325 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.66357 2:-6.764213 3:8.361316 4:0.20886248 5:-0.22440065 6:0.0015116676 7:2.0718362 8:-0.7157215 9:1.5368483 10:-0.1726897 11:2.0274425 12:-4.3141575 13:2.037495 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:234.11816 2:-5.4114823 3:9.813558 4:1.9942163 5:2.4568465 6:0.79422367 7:1.0316749 8:-2.689683 9:1.1841941 10:-0.26354468 11:2.5583608 12:-1.4909211 13:2.1484287 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
1 1:233.09862 2:-8.077255 3:8.570284 4:1.4651487 5:1.6968696 6:1.5343245 7:1.8221873 8:-0.22777267 9:0.5199078 10:-1.2494223 11:2.8500366 12:-0.39211136 13:2.2411737 14:90.24154 15:5.5444717 16:3.0028846 17:-2.693523 18:1.0060958 19:2.0165722 20:3.3034685 21:-0.054734662 22:2.5043957 23:-1.7646502 24:1.2046739 25:-1.5335268 26:0.57779294 
